Platform,Handle,Content_Type,Title_Caption,URL,Content_ID,Upload_Date,Views,Likes,Tournament,Accreditation_Status,Content_Format,Featured_Entities,Featured_On_Portfolio
Instagram,@abhishekpandey_26,Reel,Guess the Player !! | Spin & Swing (RCB),https://www.instagram.com/reel/DKMMtRnIzAE/,DKMMtRnIzAE,March – May 2025,210000,17000,IPL 2025,Independent Fan Coverage,Cricket Trivia & Player Guessing,Royal Challengers Bengaluru (RCB),Yes
Instagram,@abhishekpandey_26,Reel,Guess the Player !! | Spin & Swing (RCB),https://www.instagram.com/reel/DJTjMYSSL4B/,DJTjMYSSL4B,March – May 2025,165000,13000,IPL 2025,Independent Fan Coverage,Cricket Trivia & Player Guessing,Royal Challengers Bengaluru (RCB),Yes
Instagram,@abhishekpandey_26,Reel,Harmanpreet Fan is cuteee 🎀 (WPL),https://www.instagram.com/reel/DT2m9vACEU8/,DT2m9vACEU8,January – February 2026,137500,11000,WPL 2026,Independent Fan Coverage,Fan Vox Pop & Reaction,"Harmanpreet Kaur, WPL",Yes
Instagram,@abhishekpandey_26,Reel,"Episode 6 : Story Behind the Post ft - @anujrawat_1755 @ar__unfiltered . . . . #puranidilli #delhipremierleague #dpl2026 #anujrawat #gujarattitans . . ( Purani Dilli , Dpl , Dpl 20",https://www.instagram.com/reel/DclYxOiBsuy/,DclYxOiBsuy,August – September 2026,123612,9884,DPL 2026 (Delhi Premier League),Accredited (DPL Field-of-Play Media Pass),Story Behind the Post (Player Interview),"Anuj Rawat, Purani Dilli, Gujarat Titans (GT)",Yes
Instagram,@abhishekpandey_26,Reel,"Captain leading from the front @tejasvi._.18 . . . . . #dpl #delhipremierleague #dplseason3 #tejasvidhaiya #southdelhisuperstarz . . ( South delhi superstarz , tejasvi dhaiya , Dpl",https://www.instagram.com/reel/Dcs1bhEoeTf/,Dcs1bhEoeTf,2026-01-01,119838,8877,DPL 2026 (Delhi Premier League),Accredited (DPL Field-of-Play Media Pass),Matchday Highlights & Captain Profile,"Tejasvi Dahiya, South Delhi Superstarz",No
Instagram,@abhishekpandey_26,Reel,What is the full form of LBW ? (Vox Pop),https://www.instagram.com/reel/DUINPzWkrlj/,DUINPzWkrlj,January – February 2026,92000,6800,WPL 2026,Independent Fan Coverage,Cricket Trivia & Vox Pop,WPL,Yes
Instagram,@abhishekpandey_26,Reel,Pakistan ka naam he mat lo !!,https://www.instagram.com/reel/DUvn-h4kkCU/,DUvn-h4kkCU,February – May 2026,86000,6200,ICC Men's T20 World Cup 2026,Commercial Partner (My11Circle),Fan Reaction & Banter,India vs Pakistan,Yes
Instagram,@abhishekpandey_26,Reel,Final Calling babyyyy (IPL 2026 Final),https://www.instagram.com/reel/DY8nQzKhspB/,DY8nQzKhspB,March – May 2026,85000,6400,IPL 2026,Independent Fan Coverage,Stadium Fan Vlog,IPL Final,Yes
Instagram,@abhishekpandey_26,Reel,Ab kya bolu mai ??? (Fan Reaction),https://www.instagram.com/reel/DT8FW8_iAc5/,DT8FW8_iAc5,January – February 2026,78000,5400,WPL 2026,Independent Fan Coverage,Fan Vox Pop & Reaction,WPL Fan Community,Yes
Instagram,@abhishekpandey_26,Reel,Sanju ne badhiya khela (Post-Match Reaction),https://www.instagram.com/reel/DVv1RPMkl4T/,DVv1RPMkl4T,February – May 2026,74000,5600,ICC Men's T20 World Cup 2026,Commercial Partner (My11Circle),Player Performance Review,"Sanju Samson, Team India",Yes
Instagram,@abhishekpandey_26,Reel,Bhai Aus toh Super 8 me he nhi aa payi,https://www.instagram.com/reel/DVRDbLVCqmy/,DVRDbLVCqmy,February – May 2026,68000,4800,ICC Men's T20 World Cup 2026,Commercial Partner (My11Circle),Tournament Analysis,"Australia, Super 8",Yes
Instagram,@abhishekpandey_26,Reel,What is RCB Slogan ?? (Fan Trivia),https://www.instagram.com/reel/DUSSdE6EhS8/,DUSSdE6EhS8,January – February 2026,64000,4900,WPL 2026,Independent Fan Coverage,Cricket Trivia & Fan Quiz,Royal Challengers Bengaluru (RCB),Yes
Instagram,@abhishekpandey_26,Reel,8-3 Rivalry ?? (Matchday Banter),https://www.instagram.com/reel/DY7rG2Jhmdh/,DY7rG2Jhmdh,March – May 2026,62000,4500,IPL 2026,Independent Fan Coverage,Matchday Banter & Rivalry Vox Pop,IPL Rivalry,Yes
Instagram,@abhishekpandey_26,Reel,Who is the Captain of RCB ? (Trivia),https://www.instagram.com/reel/DULh2v2jcsm/,DULh2v2jcsm,January – February 2026,45000,3013,WPL 2026,Independent Fan Coverage,Cricket Trivia & Fan Quiz,Royal Challengers Bengaluru (RCB),Yes
Instagram,@abhishekpandey_26,Reel,"Episode 9 : Story Behind the Post ft - Shweta Sehrawat . . . . #southdelhisuperstarz #delhipremierleague #dpl2026 #shwetasehrawat #shwetasehrawatstory . . ( Shweta Sehrawat, South ",https://www.instagram.com/reel/Dc2YOiqhiDb/,Dc2YOiqhiDb,2026-01-01,31575,1712,DPL 2026 (Delhi Premier League),Accredited (DPL Field-of-Play Media Pass),Story Behind the Post (Player Interview),"Shweta Sehrawat, South Delhi Superstarz",No
Instagram,@abhishekpandey_26,Reel,"Episode 8 : Story Behind the Post ft - @priyapunia16 . . . . #southdelhisuperstarz #delhipremierleague #dpl2026 #priyapunia #priyapunia💟 . . ( Priya Punia , South delhi Superstarz ",https://www.instagram.com/reel/Dc2Rv1shQzz/,Dc2Rv1shQzz,August – September 2026,25344,1658,DPL 2026 (Delhi Premier League),Accredited (DPL Field-of-Play Media Pass),Story Behind the Post (Player Interview),"Priya Punia, South Delhi Superstarz",Yes
Instagram,@abhishekpandey_26,Reel,Kya hua tumhara 7-2 kaaa ?? (India vs Pak),https://www.instagram.com/reel/DUyWIqjgQu7/,DUyWIqjgQu7,February – May 2026,24000,1324,ICC Men's T20 World Cup 2026,Commercial Partner (My11Circle),Matchday Banter & Rivalry,India vs Pakistan,Yes
Instagram,@abhishekpandey_26,Reel,Guess the Player | Spin & Swing (SRH),https://www.instagram.com/reel/DJmHLxRSeFU/,DJmHLxRSeFU,March – May 2025,8200,367,IPL 2025,Independent Fan Coverage,Cricket Trivia & Player Guessing,Sunrisers Hyderabad (SRH),Yes
YouTube,@abhishekunseen26,Video,My Sister Got a New Scooty !! | VLOG 24,https://www.youtube.com/watch?v=QFm84hH-T94,QFm84hH-T94,2025-05-03,7554,0,N/A (Personal / Creator Journey),Creator Studio / Personal,Behind The Scenes / Vlog,Abhishek Unseen,No
Instagram,@abhishekpandey_26,Reel,Guess the Player | Spin & Swing (MI vs GT),https://www.instagram.com/reel/DKOxcw4y6LX/,DKOxcw4y6LX,March – May 2025,7400,335,IPL 2025,Independent Fan Coverage,Cricket Trivia & Player Guessing,"Mumbai Indians (MI), Gujarat Titans (GT)",Yes
YouTube,@abhishekunseen26,Short,Gaming Zone Vlog | Vlog 26,https://www.youtube.com/watch?v=jXwOGcp_PVM,jXwOGcp_PVM,2025-06-10,462,0,IPL 2025,Creator Studio / Personal,Behind The Scenes / Vlog,Mumbai Indians (MI),No
YouTube,@abhishekunseen26,Short,Reality of Indian Media | Episode 1,https://www.youtube.com/watch?v=rxXZlZMQia0,rxXZlZMQia0,2025-02-21,407,0,N/A (Personal / Creator Journey),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Cheating karna aana chahiye 😂 #exam,https://www.youtube.com/watch?v=j_UXrxGkUSc,j_UXrxGkUSc,2025-01-09,374,0,N/A (Personal / Creator Journey),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Gaye sare paiseee 😭,https://www.youtube.com/watch?v=H9yLKetwE5I,H9yLKetwE5I,2025-08-09,334,0,N/A (Personal / Creator Journey),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Happy Rakshabandhan 😭😭,https://www.youtube.com/watch?v=6aJOXOpWMqs,6aJOXOpWMqs,2025-08-09,307,0,N/A (Personal / Creator Journey),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,Ye to abhi suruwat hai !!,https://www.youtube.com/watch?v=64q2od4vj8c,64q2od4vj8c,2025-05-29,287,0,N/A (Personal / Creator Journey),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
YouTube,@abhishekunseen26,Short,That one hawabaz friend,https://www.youtube.com/watch?v=uLn_Y51SNvc,uLn_Y51SNvc,2025-02-26,263,0,N/A (Personal / Creator Journey),Creator Studio / Personal,Short-form Cricket Content,Abhishek Unseen,No
